CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_1,TELEFONO_2,DIRECCION CORREGIDA,ESTABLECIMIENTO CORREGIDO
01-08-8440-46,01-609,GUATEMALA,MIXCO,COLEGIO CENTRO DE APRENDIZAJE INTEGRAL EN COMPUTACION,"5A. AVENIDA 32-28, VILLAS CLUB EL DORADO, CIUDAD SAN CRISTOBAL, ZONA 8",55515824,SILVIA HORTENSIA GONZALEZ MARTINEZ,OBDULIO RODRIGUEZ PORTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,55515824,," 5 A . A V .  3 2 - 2 8 ,  V I L L A S  C L U B  E L  D O R A D O ,  C I U D A D  S A N  C R I S T O B A L ,  Z O N A  8 ",COLEGIO CENTRO DE APRENDIZAJE INTEGRAL EN COMPUTACIÓN
01-08-8442-46,01-408,GUATEMALA,MIXCO,COLEGIO CENTRO DE APRENDIZAJE INTEGRAL EN COMPUTACION (POR MADUREZ),"5A. AVENIDA 32-28, VILLAS CLUB EL DORADO, CIUDAD SAN CRISTOBAL, ZONA 8",24334819,MANUEL MARIA CANO CASTRO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,24334819,," 5 A . A V .  3 2 - 2 8 ,  V I L L A S  C L U B  E L  D O R A D O ,  C I U D A D  S A N  C R I S T O B A L ,  Z O N A  8 ",COLEGIO CENTRO DE APRENDIZAJE INTEGRAL EN COMPUTACIÓN (POR MADUREZ)
01-08-8450-46,01-406,GUATEMALA,MIXCO,COLEGIO MIXTO 'SEVILLA',MANZANA 'B' LOTES 8 Y 9 VALLES DE SEVILLA CIUDAD SAN CRISTOBAL,24779548,MIGUEL ALVARO RODRIGUEZ PORTILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24779548,, M A N Z A N A  ' B '  L O T E S  8  Y  9  V A L L E S  D E  S E V I L L A  C I U D A D  S A N  C R I S T O B A L ,COLEGIO MIXTO SEVILLA 
01-08-8511-46,01-621,GUATEMALA,MIXCO,COLEGIO PRACBIL,6TA. CALLE 8-23 ZONA 1,57080806,MARTA LUZ BETETA ORTIZ DE JORDAN,LIDIA DUBILIA PATZAN RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,57080806,, 6 T A .  C A L L E  8 - 2 3  Z O N A  1 ,COLEGIO PRACBIL
01-08-8516-46,01-410,GUATEMALA,MIXCO,COLEGIO DE INFORMATICA IMB-PC,4TA. CALLE 18-50 SECTOR B6 SAN CRISTOBAL ZONA 8,23279500,CEDWIN EUGENIO CRUZ BUCARO,JESSICA LORENA PAZ ARDON DE ROSALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,23279500,, 4 T A .  C A L L E  1 8 - 5 0  S E C T O R  B 6  S A N  C R I S T O B A L  Z O N A  8 ,COLEGIO DE INFORMATICA IMB-PC
01-08-8520-46,01-603,GUATEMALA,MIXCO,CENTRO DE DESARROLLO EDUCATIVO SAN JOSE,7A. CALLE 4-09 JARDINES DE SAN JUAN DOS ZONA 7,24329922,ROSA ALBELIA ARDON DE MOTTA,INGRID YANETH LOPEZ SANTIAGO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24329922,, 7 A .  C A L L E  4 - 0 9  J A R D I N E S  D E  S A N  J U A N  D O S  Z O N A  7 ,CENTRO DE DESARROLLO EDUCATIVO SAN JOSE
01-08-8521-46,01-603,GUATEMALA,MIXCO,CENTRO DE DESARROLLO EDUCATIVO SAN JOSE,7A. CALLE 4-09 JARDINES DE SAN JUAN DOS ZONA 7,24329922,ROSA ALBELIA ARDON DE MOTTA,INGRID YANETH LÓPEZ SANTIAGO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24329922,, 7 A .  C A L L E  4 - 0 9  J A R D I N E S  D E  S A N  J U A N  D O S  Z O N A  7 ,CENTRO DE DESARROLLO EDUCATIVO SAN JOSE
01-08-8556-46,01-619,GUATEMALA,MIXCO,"COLEGIO JESUS REY DE GLORIA, S.A.",36 AV. 4-18 BOSQUES DE SAN NICOLAS ZONA 4,23152506,JUAN WALDEMAR CABRERA MENDEZ,VILMA ISABEL OROZCO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,23152506,, 3 6  A V .  4 - 1 8  B O S Q U E S  D E  S A N  N I C O L A S  Z O N A  4 ,"COLEGIO JESUS REY DE GLORIA, S.A."
01-08-8559-46,01-406,GUATEMALA,MIXCO,COLEGIO 'JESUS REY DE GLORIA',36 AV. 4-10 BOSQUES DE SAN NICOLAS ZONA 4,2863760-8027980,MIGUEL ALVARO RODRIGUEZ PORTILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,,, 3 6  A V .  4 - 1 0  B O S Q U E S  D E  S A N  N I C O L A S  Z O N A  4 ,COLEGIO JESUS REY DE GLORIA 
01-08-8560-46,01-601,GUATEMALA,MIXCO,CENTRO EDUCATIVO VOCACIONAL SAN JOSE,"0 AV. 13-25, VISITACION DE STA. MARIA CALZ. ROOSEVELT, EL ROSARIO ZONA 3",24321902,CLAUDIO DANIEL YAC OROZCO,DORYS TITIANA TARACENA RODRIGUEZ DE LIGORRIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24321902,," 0  A V .  1 3 - 2 5 ,  V I S I T A C I O N  D E  S T A .  M A R I A  C A L Z .  R O O S E V E L T ,  E L  R O S A R I O  Z O N A  3 ",CENTRO EDUCATIVO VOCACIONAL SAN JOSE
01-08-8561-46,01-406,GUATEMALA,MIXCO,COLEGIO 'JESUS REY DE GLORIA',36 AV. 4-18 BOSQUES DE SAN NICOLAS ZONA 4,2863760-8027980,MIGUEL ALVARO RODRIGUEZ PORTILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,,, 3 6  A V .  4 - 1 8  B O S Q U E S  D E  S A N  N I C O L A S  Z O N A  4 ,COLEGIO JESUS REY DE GLORIA 
01-08-8572-46,01-401,GUATEMALA,MIXCO,CENTRO EDUCATIVO CIENTIFICO DE INFORMATICA,"33 CALLE A 12-44, LO DE BRAN ZONA 6 DE MIXCO",24348229,IXMUCANE ALDANA VILLAVICENCIO,MARIO INÉS GONZÁLEZ ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24348229,," 3 3  C A L L E  A  1 2 - 4 4 ,  L O  D E  B R A N  Z O N A  6  D E  M I X C O ",CENTRO EDUCATIVO CIENTIFICO DE INFORMATICA
01-08-8573-46,01-412,GUATEMALA,MIXCO,CENTRO EDUCATIVO CIENTIFICO DE INFORMATICA (POR MADUREZ),"33 CALLE ""A"" 12-44, LO DE BRAN ZONA 6 DE MIXCO",24348229,JUAN ALBERTO CASTAÑEDA JUAREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24348229,," 3 3  C A L L E  "" A ""  1 2 - 4 4 ,  L O  D E  B R A N  Z O N A  6  D E  M I X C O ",CENTRO EDUCATIVO CIENTIFICO DE INFORMATICA (POR MADUREZ)
01-08-8620-46,01-616,GUATEMALA,MIXCO,LICEO TECNICO 'LA ILUMINACION',13 AV. 18-59 SAN JOSE LAS ROSAS ZONA 6,24317352,RENE SAZO NAVICHOQUE,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24317352,, 1 3  A V .  1 8 - 5 9  S A N  J O S E  L A S  R O S A S  Z O N A  6 ,LICEO TÉCNICO LA ILUMINACION 
01-08-8626-46,01-604,GUATEMALA,MIXCO,COLEGIO ECOLOGICO TULAM TZU,17AV. A 2-62 COLONIA VILLAS DEL ROSARIO ZONA 4 DE MIXCO,24377078,EMORA EMPERATRIZ CRUZ DE FUENTES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24377078,, 1 7 A V .  A  2 - 6 2  C O L O N I A  V I L L A S  D E L  R O S A R I O  Z O N A  4  D E  M I X C O ,COLEGIO ECOLOGICO TULAM TZU
01-08-8630-46,01-601,GUATEMALA,MIXCO,CENTRO DE DESARROLLO EDUCATIVO 'SAN JOSE',7A. CALLE 4-09 JARDINES DE SAN JUAN DOS ZONA 7,24329922,CLAUDIO DANIEL YAC OROZCO,INGRID YANETH LÓPEZ SANTIAGO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24329922,, 7 A .  C A L L E  4 - 0 9  J A R D I N E S  D E  S A N  J U A N  D O S  Z O N A  7 ,CENTRO DE DESARROLLO EDUCATIVO SAN JOSE 
01-08-8667-46,01-409,GUATEMALA,MIXCO,COLEGIO DE INFORMATICA IMB-PC,4TA. CALLE 18-50 SECTOR B6 SAN CRISTOBAL ZONA 8,23279500,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JESSICA LORENA PAZ ARDON DE ROSALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,23279500,, 4 T A .  C A L L E  1 8 - 5 0  S E C T O R  B 6  S A N  C R I S T O B A L  Z O N A  8 ,COLEGIO DE INFORMATICA IMB-PC
01-08-8700-46,01-609,GUATEMALA,MIXCO,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO.3,9A. CALLE 7-35 SECTOR 0-6 ZONA 8 MIXCO CIUDAD SAN CRISTOBAL,24433241,SILVIA HORTENSIA GONZALEZ MARTINEZ,MARTHA LISSET GIRÓN KHISCHE DE ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24433241,, 9 A .  C A L L E  7 - 3 5  S E C T O R  0 - 6  Z O N A  8  M I X C O  C I U D A D  S A N  C R I S T O B A L ,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO.3
01-08-8707-46,01-621,GUATEMALA,MIXCO,COLEGIO 'SAN LUIS DE FRANCIA',8A. AVENIDA 6-12 ZONA 1,24386092,MARTA LUZ BETETA ORTIZ DE JORDAN,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24386092,, 8 A . A V .  6 - 1 2  Z O N A  1 ,COLEGIO SAN LUIS DE FRANCIA 
01-08-8715-46,01-410,GUATEMALA,MIXCO,CENTRO EDUCATIVO 'CAMAS OLYMPIA',"48 AVENIDA 1-56 COLONIA EL ROSARIO, ZONA 3",23841000,CEDWIN EUGENIO CRUZ BUCARO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,23841000,," 4 8 A V .  1 - 5 6  C O L O N I A  E L  R O S A R I O ,  Z O N A  3 ",CENTRO EDUCATIVO CAMAS OLYMPIA 
01-08-8739-46,01-604,GUATEMALA,MIXCO,COLEGIO MADRID,5A. AVENIDA 7-55 COLONIA MONSERRAT II ZONA 4,24326955,EMORA EMPERATRIZ CRUZ DE FUENTES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24326955,, 5 A . A V .  7 - 5 5  C O L O N I A  M O N S E R R A T  I I  Z O N A  4 ,COLEGIO MADRID
01-08-8740-46,01-601,GUATEMALA,MIXCO,CENTRO EDUCATIVO 'ADVENIAT' (VENGA A NOSOTROS),16 CALLE 9-18 ZONA 7 ALDEA SAN IGNACIO,24361224,CLAUDIO DANIEL YAC OROZCO,MARIO GONZÁLEZ ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24361224,, 1 6  C A L L E  9 - 1 8  Z O N A  7  A L D E A  S A N  I G N A C I O ,CENTRO EDUCATIVO ADVENIAT (VENGA A NOSOTROS)
01-08-8741-46,01-401,GUATEMALA,MIXCO,CENTRO EDUCATIVO ADVENIAT (VENGA A NOSOTROS),16 CALLE 9-18 COLONIA SAN IGNACIO ZONA 7 DE MIXCO,24345193,IXMUCANE ALDANA VILLAVICENCIO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24345193,, 1 6  C A L L E  9 - 1 8  C O L O N I A  S A N  I G N A C I O  Z O N A  7  D E  M I X C O ,CENTRO EDUCATIVO ADVENIAT (VENGA A NOSOTROS)
01-08-8742-46,01-401,GUATEMALA,MIXCO,CENTRO EDUCATIVO 'ADVENIAT' (VENGA A NOSOTROS),16 CALLE 9-18 COLONIA SAN IGNACIO ZONA 7 DE MIXCO,24345193 24361224,IXMUCANE ALDANA VILLAVICENCIO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,24345193,24361224, 1 6  C A L L E  9 - 1 8  C O L O N I A  S A N  I G N A C I O  Z O N A  7  D E  M I X C O ,CENTRO EDUCATIVO ADVENIAT (VENGA A NOSOTROS)
01-08-8777-46,01-412,GUATEMALA,MIXCO,CENTRO DE SERVICIOS EDUCATIVOS INTEGRALES,LOTE 12 MANZANA D SECTOR 1 VILLAFLOR ZONA 6,24351948,JUAN ALBERTO CASTAÑEDA JUAREZ,JORGE GRANADOS GUZMÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24351948,, L O T E  1 2  M A N Z A N A  D  S E C T O R  1  V I L L A F L O R  Z O N A  6 ,CENTRO DE SERVICIOS EDUCATIVOS INTEGRALES
01-08-8815-46,01-409,GUATEMALA,MIXCO,COLEGIO MIXTO EL PILAR,LOTE N. 10 MANZANA B PLANES DE MINERVA VI,24833588,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,KARLA MERECEDES PINEDA CHÁVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24833588,, L O T E  N .  1 0  M A N Z A N A  B  P L A N E S  D E  M I N E R V A  V I ,COLEGIO MIXTO EL PILAR
01-08-8889-46,01-608,GUATEMALA,MIXCO,COLEGIO MIXTO EL ATENEO,23 CALLE 4-40 ZONA 1,24844317,EDGAR ALBERTO SIMON CHALI,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24844317,, 2 3  C A L L E  4 - 4 0  Z O N A  1 ,COLEGIO MIXTO EL ATENEO
01-08-8891-46,01-410,GUATEMALA,MIXCO,COLEGIO MIXTO 'EL ATENEO'(POR MADUREZ),23 CALLE 4-40 ZONA 1,24844317,CEDWIN EUGENIO CRUZ BUCARO,JORGE GRANADOS GUZMÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24844317,, 2 3  C A L L E  4 - 4 0  Z O N A  1 ,COLEGIO MIXTO EL ATENEO (POR MADUREZ)
01-08-8945-46,01-609,GUATEMALA,MIXCO,COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO,3A. CALLE 6-08 BOULEVARD SUR PANORAMA SAN CRISTOBAL ZONA 8,55190093,SILVIA HORTENSIA GONZALEZ MARTINEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,55190093,, 3 A .  C A L L E  6 - 0 8  B O U L E V A R D  S U R  P A N O R A M A  S A N  C R I S T O B A L  Z O N A  8 ,COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO
01-08-8946-46,01-609,GUATEMALA,MIXCO,COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO,3A. CALLE 6-08 BOULEVARD SUR PANORAMA SAN CRISTOBAL ZONA 8,55190093,SILVIA HORTENSIA GONZALEZ MARTINEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,55190093,, 3 A .  C A L L E  6 - 0 8  B O U L E V A R D  S U R  P A N O R A M A  S A N  C R I S T O B A L  Z O N A  8 ,COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO
01-08-8979-46,01-409,GUATEMALA,MIXCO,LICEO MIXTO NOCTURNO TECNICO MERCANTIL (POR MADUREZ),CALZADA SAN JUAN 10-52 COLONIA MONTE REAL ZONA 4,2485-4989,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24854989,, C A L Z A D A  S A N  J U A N  1 0 - 5 2  C O L O N I A  M O N T E  R E A L  Z O N A  4 ,LICEO MIXTO NOCTURNO TÉCNICO MERCANTIL (POR MADUREZ)
01-08-9023-46,01-412,GUATEMALA,MIXCO,CENTRO EDUCATIVO PRIVADO 'LICDA. YOLANDA DE SALAZAR',"SECTOR 3 LOTE 95 'B', COLONIA CAROLINGIA ZONA 6",24317238,JUAN ALBERTO CASTAÑEDA JUAREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24317238,," S E C T O R  3  L O T E  9 5  ' B ' ,  C O L O N I A  C A R O L I N G I A  Z O N A  6 ",CENTRO EDUCATIVO PRIVADO LICDA. YOLANDA DE SALAZAR 
01-08-9127-46,01-603,GUATEMALA,MIXCO,COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO,3A. CALLE 6-08 BOULEVARD SUR PANORAMA SAN CRISTOBAL ZONA 8,55190093,ROSA ALBELIA ARDON DE MOTTA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,55190093,, 3 A .  C A L L E  6 - 0 8  B O U L E V A R D  S U R  P A N O R A M A  S A N  C R I S T O B A L  Z O N A  8 ,COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO
01-08-9150-46,01-604,GUATEMALA,MIXCO,ESCUELA NORMAL CENTRAL DE EDUCACION FISICA,8A. CALLE 28-41 ZONA 4 EL NARANJO,24360853,EMORA EMPERATRIZ CRUZ DE FUENTES,SANDRA CAROLINA CEREZO DÁVILA,DIVERSIFICADO,OFICIAL,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24360853,, 8 A .  C A L L E  2 8 - 4 1  Z O N A  4  E L  N A R A N J O ,ESCUELA NORMAL CENTRAL DE EDUCACION FISICA
01-08-9151-46,01-401,GUATEMALA,MIXCO,COLEGIO CRISTIANO JESUS DE NAZARETH,3A. CALLE 5-37 ZONA 3 COLONIA NUEVA MONSERRAT,24310466,IXMUCANE ALDANA VILLAVICENCIO,ENMA DIONICIA CULAJAY COTOL DE AYAPÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24310466,, 3 A .  C A L L E  5 - 3 7  Z O N A  3  C O L O N I A  N U E V A  M O N S E R R A T ,COLEGIO CRISTIANO JESUS DE NAZARETH
01-08-9152-46,01-401,GUATEMALA,MIXCO,COLEGIO CRISTIANO JESUS DE NAZARETH,3A. CALLE 5-30 ZONA 3 COLONIA NUEVA MONSERRAT,24310466,IXMUCANE ALDANA VILLAVICENCIO,ENMA DIONICIA CULAJAY COTOL DE AYAPÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,24310466,, 3 A .  C A L L E  5 - 3 0  Z O N A  3  C O L O N I A  N U E V A  M O N S E R R A T ,COLEGIO CRISTIANO JESUS DE NAZARETH
01-08-9289-46,01-619,GUATEMALA,MIXCO,"COLEGIO JESUS REY DE GLORIA, S.A.",36 AVENIDA 4-18 BOSQUES DE SAN NICOLAS ZONA 4,24073633,JUAN WALDEMAR CABRERA MENDEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24073633,, 3 6 A V .  4 - 1 8  B O S Q U E S  D E  S A N  N I C O L A S  Z O N A  4 ,"COLEGIO JESUS REY DE GLORIA, S.A."
01-08-9300-46,01-606,GUATEMALA,MIXCO,CENTRO ESCOLAR MIXTO AIVPEM,16 AVENIDA FINAL ZONA 11 ALDEA LO DE FUENTES,24834581,MARIA ISABEL OLIVA NAJERA,IRMA YOLANDA CORADO DE HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24834581,, 1 6 A V .  F I N A L  Z O N A  1 1  A L D E A  L O  D E  F U E N T E S ,CENTRO ESCOLAR MIXTO AIVPEM
01-08-9304-46,01-604,GUATEMALA,MIXCO,LICEO CRISTIANO GUATEMALTECO 'NUEVO AMANECER',4A. CALLE 3-19 COLONIA MONTE VERDE ZONA 4,24342542,EMORA EMPERATRIZ CRUZ DE FUENTES,EDWIN ARNULFO COLINDRES DE LA CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24342542,, 4 A .  C A L L E  3 - 1 9  C O L O N I A  M O N T E  V E R D E  Z O N A  4 ,LICEO CRISTIANO GUATEMALTECO NUEVO AMANECER 
01-08-9340-46,01-609,GUATEMALA,MIXCO,LICEO MONTERROSO,8A. CALLE 8-97 SECTOR A-10 COLONIA SANTA BARBARA SAN CRISTOBAL ZONA 8,22116157,SILVIA HORTENSIA GONZALEZ MARTINEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,22116157,, 8 A .  C A L L E  8 - 9 7  S E C T O R  A - 1 0  C O L O N I A  S A N T A  B A R B A R A  S A N  C R I S T O B A L  Z O N A  8 ,LICEO MONTERROSO
01-08-9351-46,01-608,GUATEMALA,MIXCO,COLEGIO CENTRO ROSSEL EDUCATIVO,"10 AVENIDA 9-55 ZONA 3, NUEVA MONSERRAT",24325593,EDGAR ALBERTO SIMON CHALI,IRMA FLORIDALMA CUELLAR OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24325593,," 1 0 A V .  9 - 5 5  Z O N A  3 ,  N U E V A  M O N S E R R A T ",COLEGIO CENTRO ROSSEL EDUCATIVO
01-08-9356-46,01-604,GUATEMALA,MIXCO,"COLEGIO DE SEÑORITAS ""EL SAGRADO CORAZON EL NARANJO""","BOULEVARD GRAN VIA NORTE 3-400, EL NARANJO, ZONA 4",24185656,EMORA EMPERATRIZ CRUZ DE FUENTES,MARIBEL PIERRI GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24185656,," B O U L E V A R D  G R A N  V I A  N O R T E  3 - 4 0 0 ,  E L  N A R A N J O ,  Z O N A  4 ",COLEGIO DE SEÑORITAS EL SAGRADO CORAZON EL NARANJO
01-08-9371-46,01-621,GUATEMALA,MIXCO,LICEO MIXTO EN COMPUTACION MONTELIMAR NO.2,4A. CALLE 3-02 ZONA 1,55340848,MARTA LUZ BETETA ORTIZ DE JORDAN,SCECIA ESTHER SIGUENSA CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,55340848,, 4 A .  C A L L E  3 - 0 2  Z O N A  1 ,LICEO MIXTO EN COMPUTACIÓN MONTELIMAR NO.2
01-08-9373-46,01-603,GUATEMALA,MIXCO,LICEO MIXTO EN COMPUTACION MONTELIMAR NO.2,8A. AVENIDA 9-42 ZONA 1,55340848,ROSA ALBELIA ARDON DE MOTTA,SCECIA ESTHER SIGUENSA CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,55340848,, 8 A . A V .  9 - 4 2  Z O N A  1 ,LICEO MIXTO EN COMPUTACIÓN MONTELIMAR NO.2
01-08-9376-46,01-603,GUATEMALA,MIXCO,LICEO MIXTO EN COMPUTACION 'MONTELIMAR NO.2',8A. AVENIDA 9-42 ZONA 1,55340848,ROSA ALBELIA ARDON DE MOTTA,SCECIA ESTHER SIGUENSA CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,55340848,, 8 A . A V .  9 - 4 2  Z O N A  1 ,LICEO MIXTO EN COMPUTACIÓN MONTELIMAR NO.2 
01-08-9383-46,01-601,GUATEMALA,MIXCO,COLEGIO MIXTO 'SAN JUAN DIEGO',13 AVENIDA 15-31 ZONA 7 COLONIA SAN IGNACIO Ñ,24345902,CLAUDIO DANIEL YAC OROZCO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,24345902,, 1 3 A V .  1 5 - 3 1  Z O N A  7  C O L O N I A  S A N  I G N A C I O  Ñ ,COLEGIO MIXTO SAN JUAN DIEGO 
